Sample.ID,Class,X405,X435,X450,X470,X505,X525,X570,X590,X630,X645,X660,X700,X850,X870,X890,X910,X940,X970,StdDev.405,StdDev.435,StdDev.450,StdDev.470,StdDev.505,StdDev.525,StdDev.570,StdDev.590,StdDev.630,StdDev.645,StdDev.660,StdDev.700,StdDev.850,StdDev.870,StdDev.890,StdDev.910,StdDev.940,StdDev.970
b4_60c,60,5.967015,7.740013,9.666354,12.62639,14.48058,13.62514,11.30891,19.95213,33.21759,37.54251,40.67973,57.13155,51.3787,49.37664,46.61212,41.78544,40.58237,34.82817,0.7884693,1.167767,1.523715,2.034545,2.340263,2.244589,1.896364,3.015278,3.841514,3.878914,3.914251,3.893217,3.433529,3.428166,3.440577,3.260153,3.292839,3.174132
b4_60d,60,5.978419,7.727562,9.644522,12.62295,14.44151,13.5706,11.25361,19.57401,32.67979,36.93199,39.96478,56.05465,51.0513,49.06159,46.29223,41.43988,40.20539,34.39217,0.8463087,1.223202,1.601524,2.177124,2.474856,2.362698,1.991673,3.10928,4.030019,4.054514,4.089107,3.921214,3.37692,3.383719,3.427474,3.282075,3.318709,3.230826
b4_60e,60,5.957363,7.836408,9.841181,12.90143,14.77426,13.9007,11.55937,20.0294,32.9181,37.11653,40.1389,56.23451,51.13443,49.13602,46.3564,41.47798,40.23698,34.39414,0.8406527,1.274045,1.703839,2.33554,2.631135,2.505962,2.119092,3.151102,4.018338,4.062951,4.103983,4.121971,3.526229,3.498788,3.486738,3.267557,3.292635,3.153665
b4_70a,70,5.84139,7.730942,9.680136,12.61903,14.62046,13.77009,11.33363,20.08951,33.0177,37.14679,40.1237,56.11766,51.00517,49.01132,46.23334,41.47049,40.24981,34.62306,0.8928324,1.393903,1.859679,2.540752,2.903243,2.76539,2.318044,3.374268,4.391998,4.418091,4.413661,4.105794,3.89726,3.881385,3.920061,3.670025,3.679661,3.477799
b4_70b,70,5.839605,7.649774,9.588679,12.57831,14.48591,13.62538,11.21927,19.87043,32.92693,37.11571,40.13063,56.31789,51.10017,49.09899,46.31036,41.54134,40.32479,34.67936,0.8244747,1.243277,1.653245,2.249842,2.587897,2.469635,2.055572,3.167042,4.129956,4.179657,4.215672,4.223646,3.838819,3.792463,3.797852,3.513014,3.529565,3.319972
b4_70c,70,5.911277,7.793172,9.780265,12.83379,14.72258,13.85172,11.43275,19.97971,32.75278,36.86664,39.8437,55.95792,51.07351,49.07285,46.28756,41.52522,40.32461,34.74095,0.8225927,1.257898,1.671836,2.242979,2.521628,2.412615,2.016926,3.081846,4.012914,4.075568,4.13918,4.234089,3.823434,3.757801,3.741803,3.456507,3.481215,3.297871
b4_70d,70,5.881526,7.766464,9.756054,12.79516,14.66677,13.80037,11.40798,19.81842,32.17358,36.18023,39.1035,55.24696,50.80971,48.80894,46.00811,41.26753,40.07659,34.5434,0.9127692,1.407947,1.877999,2.555585,2.906668,2.774589,2.324015,3.526924,4.522978,4.55876,4.590154,4.401187,4.149279,4.110186,4.124384,3.821449,3.834221,3.591347
b4_70e,70,5.863992,7.667697,9.644124,12.7495,14.41192,13.55139,11.31108,19.03014,30.7618,34.71812,37.58401,53.90725,50.41796,48.41526,45.59449,40.82471,39.61052,34.05214,0.8807297,1.265597,1.660636,2.234738,2.560166,2.445961,2.016521,3.344485,4.577933,4.653559,4.70737,4.641305,4.162089,4.112846,4.114577,3.811962,3.812557,3.54419
b4_80a,80,5.75611,7.441371,9.229985,11.94558,13.6725,12.89552,10.73553,18.64495,29.84366,33.70171,36.61784,53.17598,49.2542,47.20176,44.39833,39.86495,38.76363,33.56582,0.8065867,1.234108,1.649271,2.215187,2.496935,2.385446,1.997959,2.979179,3.83609,3.896655,3.955117,4.042826,3.691863,3.659749,3.639663,3.375943,3.389867,3.190941
b4_80b,80,5.803188,7.527328,9.384823,12.2575,13.9439,13.13511,10.9321,18.83227,30.22097,34.08392,36.99424,53.57076,49.66835,47.60528,44.7846,40.16607,39.03783,33.71794,0.797822,1.204331,1.614033,2.199519,2.470743,2.353205,1.965211,3.020954,4.09751,4.16844,4.205986,4.052254,3.587148,3.570446,3.564915,3.330875,3.343314,3.158157
b4_80c,80,5.803721,7.489918,9.318183,12.13838,13.71898,12.92289,10.80507,18.2726,29.0234,32.79023,35.64967,52.30301,48.72302,46.65802,43.83687,39.34534,38.25124,33.12529,0.8265486,1.255497,1.676599,2.256723,2.569884,2.459359,2.063457,3.175817,4.12667,4.157354,4.18989,4.045182,3.578044,3.569472,3.580842,3.363991,3.376393,3.202319
b4_80d,80,5.690519,7.318246,9.11581,11.94534,13.43112,12.63993,10.58604,17.85879,28.61601,32.42187,35.29972,52.10134,48.75033,46.68726,43.8718,39.34702,38.24242,33.07235,0.8381381,1.218724,1.604951,2.156155,2.424156,2.315013,1.909967,3.082657,4.198411,4.280658,4.362333,4.437022,3.941299,3.896205,3.851285,3.541989,3.546319,3.302166
b4_80e,80,5.846698,7.562594,9.451435,12.42808,13.88756,13.06787,11.02267,18.11535,28.53963,32.29807,35.14558,51.86263,49.1949,47.13019,44.29115,39.68749,38.57172,33.34336,0.8278885,1.275235,1.696174,2.286463,2.537763,2.424634,2.033487,3.045321,3.954075,3.976672,4.003137,3.782456,3.422423,3.427283,3.451467,3.281527,3.304925,3.179407
b4_90a,90,5.61955,7.018383,8.604918,11.08389,12.7073,11.97308,9.846968,17.35372,28.06281,31.81061,34.65833,50.71875,47.75645,45.72693,42.99984,38.59917,37.5507,32.57192,0.7542849,1.106526,1.476603,1.991457,2.316203,2.197313,1.763012,2.996395,4.186317,4.247473,4.285324,3.964327,3.339088,3.345097,3.378106,3.257442,3.295703,3.22719
b4_90b,90,5.544529,7.035135,8.682893,11.27583,12.84842,12.09067,9.9448,17.36528,28.24352,32.03653,34.8641,50.83252,48.31354,46.28874,43.55038,39.05639,37.99018,32.90361,0.8194365,1.203743,1.61203,2.195535,2.574828,2.449942,1.989626,3.456236,4.898566,4.984982,5.036973,4.763389,4.047071,4.039452,4.053345,3.859706,3.8849,3.728289
b4_90c,90,5.647251,7.216798,8.962349,11.71782,13.35545,12.56371,10.30434,17.94609,28.93455,32.68821,35.49091,51.31926,48.52321,46.50138,43.75552,39.26085,38.20129,33.11397,0.8340437,1.262281,1.725285,2.396353,2.847097,2.706605,2.194895,3.780122,5.218647,5.275097,5.285777,4.755203,4.263155,4.276405,4.296112,4.074406,4.090796,3.887419
b4_90d,90,5.658565,7.125106,8.843882,11.65793,12.88147,12.11598,10.21578,16.73285,26.47272,30.20009,33.02,49.51142,47.89746,45.86524,43.07639,38.56886,37.52152,32.48195,0.777324,1.153058,1.572101,2.19119,2.534407,2.407902,1.970491,3.366494,4.690207,4.7893,4.837772,4.609646,3.908653,3.898137,3.897781,3.693059,3.7198,3.546212
b4_90e,90,5.609645,7.141199,8.873244,11.66343,13.01588,12.23817,10.22221,17.03382,27.12289,30.84585,33.661,50.05249,48.06233,46.02028,43.23141,38.69395,37.62758,32.52603,0.8156152,1.183833,1.595061,2.217931,2.504298,2.368843,1.944841,3.12788,4.368573,4.453539,4.507465,4.380903,3.720677,3.716377,3.726296,3.549095,3.569349,3.418864
b4_100a,100,5.494994,6.523412,7.88456,10.10655,12.05448,11.2364,8.807401,16.96973,32.31671,36.63549,39.23001,51.95127,47.67902,45.83059,43.24662,39.13229,38.01905,33.12546,0.8695258,1.138391,1.453912,1.936274,2.344986,2.21256,1.707185,3.178383,4.886052,4.953358,4.948671,4.573139,3.890654,3.842559,3.878346,3.630328,3.65278,3.502584
b4_100b,100,5.594322,6.629585,8.048546,10.41724,12.50437,11.61918,8.928802,17.50574,34.13458,38.55362,41.10716,53.14059,48.58994,46.7362,44.14665,39.9119,38.76829,33.69785,0.8547418,1.154421,1.484433,2.002674,2.420128,2.278171,1.732202,3.229862,4.92529,5.008736,5.043214,4.783701,4.21366,4.160451,4.207781,3.940343,3.968216,3.813815
b4_100c,100,5.660409,6.637669,8.01197,10.32069,12.24628,11.37927,8.846861,16.87066,32.76542,37.20849,39.75719,51.99304,48.52039,46.69603,44.10546,39.85713,38.72253,33.65388,0.7653645,1.024004,1.31665,1.778153,2.192441,2.071544,1.571564,3.175585,5.010593,5.075288,5.096446,4.734722,3.775242,3.715451,3.754154,3.514234,3.540071,3.401114
b4_100d,100,5.631588,6.670009,8.094475,10.48526,12.52771,11.64156,9.006634,17.45675,33.70656,38.13523,40.73125,53.23434,48.98157,47.12156,44.51793,40.2374,39.10004,34.0017,0.7696788,1.050942,1.368744,1.870642,2.294418,2.165449,1.654833,3.171919,4.864654,4.89025,4.885995,4.413522,3.847475,3.803194,3.859864,3.628385,3.662297,3.552191
b4_100e,100,5.576467,6.527853,7.87804,10.15933,12.12509,11.26223,8.705402,16.82534,32.69173,37.01958,39.57441,52.17599,48.1653,46.3211,43.72392,39.53976,38.41261,33.42704,0.8278067,1.064496,1.349278,1.801641,2.164255,2.042147,1.562934,2.924732,4.522176,4.541813,4.523557,4.04463,3.580338,3.541917,3.596099,3.39126,3.41608,3.315831
b4_100f,100,5.512597,6.725721,8.146228,10.35769,11.8735,11.16632,9.273702,16.5306,27.91282,31.8407,34.72821,51.58755,46.70575,44.67926,41.81733,37.66948,36.62814,31.86815,0.7263948,0.9811377,1.259169,1.663198,1.930397,1.838751,1.526456,2.668,3.999732,4.126588,4.201165,4.407572,3.675825,3.600618,3.581507,3.270966,3.275887,3.047463
b4_100g,100,5.481741,6.702598,8.136889,10.3736,11.92425,11.20947,9.271148,16.73366,28.47996,32.54454,35.51109,52.34628,47.28484,45.25103,42.39103,38.17768,37.11983,32.28316,0.8413342,1.136823,1.45555,1.930102,2.261341,2.149028,1.759506,3.087921,4.488726,4.595011,4.655506,4.594418,4.091539,4.027408,4.034269,3.72336,3.741109,3.531511
