Sample_ID,Class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
X5_13134,2,46153,517378,236408,0,0,30073,0,47434,488071,2442214,0,0,167917,92070,0,33179,24940,0,355689,0,0,43012,0,61318,172833,54279,169719,0,908113,96291,48109,0,0,0,24963,24942,7994,0,0,11809,221372,1050954,0,0,27510945,0,0,0,0,0,0,0,4527589,23825,80947,496358,140807,63514,110416,69139,42120,333303,0,533472,0,341990,32678,0,132600,0,0,17279,659417,1734739,2911951,510164,0,31746,0,94827,0,182829,41000,0,144731,52275,1176967,42363,0,10245,0,172362,12986,43946,12149,12933,376072,5903,36103,19914,34641
X1_13141,2,57597,1673379,155535,0,0,58305,0,39126,624861,2126002,0,0,460610,80291,58492,39457,26311,23325,164368,0,0,62772,0,57324,187031,65572,83889,0,1176100,164002,60007,0,0,0,39851,40798,5624,0,0,8037,369847,1144826,0,0,33715563,0,0,0,0,0,0,0,5177478,25963,150434,446315,231523,159345,116515,79341,39099,508264,0,120150,0,373354,52442,0,157165,0,0,20594,719738,2301707,2892404,1865814,0,42410,0,76106,24905,261730,30094,0,66344,165206,244090,73776,0,11412,0,224637,17185,61407,20331,11846,671103,12584,27762,29304,30570
X2_13141,2,55961,1477712,160765,0,0,46853,0,24572,227470,880724,0,0,245949,74570,76852,44323,31469,17123,190139,0,0,50216,0,70249,200668,69026,92586,0,1199390,147098,47255,0,0,0,37314,38189,6287,0,0,9223,379465,1161999,0,0,30591140,0,0,0,0,0,0,0,4965810,22534,186763,435721,152001,228411,119419,62644,30470,389111,0,210741,0,362485,42298,0,142829,0,0,23917,550721,1781336,2187104,1904980,0,28223,0,63650,19593,184846,28403,0,105497,160828,657636,68190,0,4415,0,175163,11162,48496,15852,9478,412255,7385,21576,19002,0
X3_13141,2,49232,584206,164420,0,0,21337,0,44299,338376,2258543,0,0,244823,73456,51549,28668,29725,0,192314,0,0,59435,0,57475,228582,68576,96868,0,1345147,141116,66517,0,0,0,43978,24285,4929,0,0,10843,316984,1423376,0,0,40617723,0,0,0,0,0,0,0,5507598,25501,174250,429663,209083,221196,110189,101940,46819,632041,0,89152,0,456696,68986,0,126652,0,0,21821,627486,3233490,3878877,4002531,0,45032,0,74396,0,318234,23235,0,107022,363324,166143,131040,0,13890,0,274800,23443,86895,14579,8911,855663,7328,21561,35505,35725
X4_13141,2,66287,543989,170680,0,0,48712,0,28886,448757,1859422,0,0,265478,74254,51794,36789,28382,0,156213,0,0,51606,0,64846,267995,79620,82827,0,1568750,181000,60317,0,0,0,41056,27698,7875,0,0,10914,342766,1374987,0,0,39526227,0,0,0,0,0,0,0,5451968,28889,215704,377663,278913,289058,112324,90761,44254,662193,0,119262,0,609078,65084,0,119285,0,0,26764,831560,3656433,3070743,2793841,0,43787,0,91727,0,329539,26809,0,155163,235901,216027,93460,0,14535,0,348557,25643,91865,14443,10550,800510,7123,23014,30139,0
X5_13141,2,61181,895277,185116,0,0,25032,0,24701,485245,1685350,0,0,298440,62256,32857,28819,27219,0,121150,0,0,54245,0,68720,278480,74179,93773,0,1705995,164235,68734,0,0,0,34464,20489,6006,0,0,16032,244624,1721751,0,0,45388286,0,0,0,0,0,0,0,5085867,33629,130779,301162,226445,195639,80678,97058,31595,633815,0,174505,0,562367,70746,0,98170,0,0,17006,735560,3395124,3801151,4154640,0,44695,0,64456,0,281410,21910,0,161643,356323,431320,119885,0,15436,0,295312,27755,74739,18258,9040,800982,8023,17977,47440,0
X1_13148,2,51372,492105,188136,0,0,0,0,32893,338009,400257,0,0,170419,39428,29745,24189,22063,0,137621,0,0,64588,0,88587,284384,75029,109177,0,1541910,148884,78998,0,0,0,49408,26851,11795,0,0,6631,291567,1886031,0,0,51026835,0,0,0,0,0,0,0,8106220,39530,128781,454610,320336,108397,107774,119874,59055,852156,0,143752,0,708188,66559,0,167507,0,0,29896,945235,4244380,5743438,1042780,0,61649,0,119929,0,422787,51939,0,86493,95423,281052,68145,0,22316,0,414096,33857,122320,16003,6365,1174165,7706,20815,45230,13697
X2_13148,2,44160,354037,164570,0,0,0,0,21518,158143,396542,0,0,139043,59416,59974,24377,22935,0,120971,0,0,48504,0,57430,230962,65777,85703,0,1067790,101924,51841,0,0,0,35097,16221,9475,0,0,5278,253163,1030824,0,0,29091637,0,0,0,0,0,0,0,4479692,20878,89271,244449,143441,72119,74072,53208,43999,361414,0,733257,0,339487,31703,0,98509,0,0,18950,473056,1791480,2066202,1167722,0,25575,0,82897,0,192494,36027,0,101857,129063,2461072,51395,0,7577,0,166543,15980,43568,10969,8827,417876,5362,25037,33579,50780
X3_13148,2,59602,1241909,202522,0,0,0,0,30052,363824,460875,0,0,220346,72497,68271,31812,33928,0,191463,0,0,61815,0,76033,282745,85904,109798,0,1383806,141365,61051,0,0,0,43021,22216,14274,0,0,5185,310639,1563098,0,0,40285119,0,0,0,0,0,0,0,6717054,26958,121518,363786,247618,110849,94455,83196,50338,601880,0,414415,0,533547,45773,0,133297,0,0,30070,699199,3056794,3305452,1675332,0,38996,0,109929,0,304138,51974,0,74751,166086,1358292,77734,0,12440,0,284106,27488,85754,10887,12690,807698,12908,24142,40958,40161
X4_13148,2,55918,358047,191453,0,0,0,0,29919,401715,493477,0,0,246745,74166,50241,30141,32437,0,188079,0,0,47566,0,75666,236674,69725,103041,0,1157051,122965,56052,0,0,0,46950,25853,11722,0,0,6090,276578,1378483,0,0,34653618,0,0,0,0,0,0,0,5990381,23657,112677,340857,177772,89926,87122,72898,52735,456274,0,376804,0,366201,30897,0,133775,0,0,27057,518635,2012042,2682490,636729,0,33129,0,118133,0,239944,49547,0,69358,62906,1402427,53289,0,9694,0,186032,14758,56203,13779,7681,572424,5449,19710,29175,22787
X5_13148,2,57320,728961,218430,0,0,0,0,37237,424356,449566,0,0,206262,91145,84500,34009,37847,0,239481,0,0,55812,0,81218,290253,87170,101086,0,1335836,135673,57919,0,0,0,52228,23293,14501,0,0,8104,394887,1416150,0,0,35229660,0,0,0,0,0,0,0,5932042,23717,133968,406214,179215,130599,97276,71070,54732,502214,0,362938,0,446547,44850,0,125344,0,0,28340,612121,2152290,2354761,1104590,0,31235,0,106762,0,242149,47274,0,68777,102985,964175,52000,0,7881,0,217925,15639,61811,17609,10620,621246,8994,21363,37055,26546
X1_13154,2,71472,1236890,346802,0,23153,10414,0,21481,74286,369922,78960,0,93945,143293,48021,26729,20029,18116,132836,0,13818,61072,0,53932,227309,50002,269464,0,1021304,185024,64438,0,0,0,23615,17164,9022,0,0,20145,343976,755889,0,0,31251461,12858,0,0,0,0,0,0,8503196,59414,96157,367226,209350,80777,78991,92678,133503,447750,0,213047,0,345972,48680,0,74351,39992,0,30775,517797,1512562,2083024,910103,0,26895,0,410910,44456,232408,34223,0,260281,90165,164733,74603,0,0,0,158956,0,33992,11461,0,555728,12734,21146,21339,0
X2_13154,2,73103,1562735,352267,0,27050,14372,0,26926,153598,406202,84313,0,101455,148441,54495,28585,28073,24477,185641,0,14167,59780,0,53666,214417,51111,308618,0,1067010,270577,80367,0,0,0,34668,27310,11755,0,0,23753,378873,824310,0,0,33139237,17511,0,0,0,0,0,0,10702704,62846,110828,482943,228504,94148,89072,120360,91563,517488,0,479507,0,332770,59593,0,81214,49301,0,37603,542137,1578645,2043378,999095,0,32422,0,263970,66891,301475,38870,0,337679,86147,731301,88545,0,0,0,174449,0,38455,13523,0,672104,25878,20850,27757,0
X4_13154,2,48361,1519265,600625,0,28009,16536,0,19327,40956,245056,43062,0,78444,103126,43963,23364,20024,11801,94566,0,11688,43447,0,42778,167061,34679,183900,0,781073,198068,64699,0,0,0,21910,22465,6915,0,0,19496,221297,561638,0,0,25105529,0,0,0,0,0,0,0,8556598,53740,61798,218500,165210,55562,54494,77888,68201,359139,0,646125,0,219712,43135,0,54585,22877,0,22921,370766,1010840,1383946,468949,0,24627,0,181898,25793,205746,26169,0,223493,41342,1401872,59269,0,0,0,107000,0,24263,0,0,458973,0,14004,18916,0
X5_13154,2,55706,642838,350995,0,19092,12744,0,18049,297622,223146,36071,0,95111,112168,59625,35624,25261,10829,112085,0,14834,41717,0,56281,186835,48062,196680,0,990025,191106,66521,0,0,0,24770,25363,9306,0,0,22277,249828,699306,0,0,27982478,0,0,0,0,0,0,0,9107859,57302,71031,255029,184001,60466,62110,76343,71108,417358,0,741234,0,267569,51173,0,58203,47958,0,32685,465328,1138883,1302649,398725,0,25559,0,191281,16990,253894,25669,0,367011,39689,1338128,55650,0,0,0,138524,0,30645,0,0,559254,0,18850,29320,0
X1_13162,2,51109,539803,300674,0,17032,8670,0,44050,220307,352868,29382,0,164860,80804,50065,34120,29924,13010,281139,0,36538,52755,0,60815,234595,45790,1212827,0,865747,100033,63055,0,0,0,34890,26577,7966,0,0,11113,375295,753727,0,0,34302320,0,0,0,0,0,0,0,13511033,62268,147971,723265,294669,108974,133526,363582,64178,464953,0,208706,0,351695,73717,0,238284,16778,0,26194,492787,2703696,5950815,756127,0,33420,0,185745,13407,200050,55953,0,142220,71112,167006,54552,0,11827,0,171517,12324,40539,17918,11130,589489,16167,25709,38312,0
X2_13162,2,64183,673157,410093,0,37582,9206,0,31733,260265,621525,106576,0,184975,149179,80569,33495,27383,16136,157861,0,21998,65939,0,66821,297977,45763,1185297,0,1035433,114873,75881,0,0,0,33189,17405,9742,0,0,21455,428534,932546,0,0,39549454,0,0,0,0,0,0,0,12877289,68452,134245,475743,359638,121269,118119,391513,112154,554935,0,797952,0,496113,86644,0,137849,26217,0,37011,662198,3584247,7446046,1312519,0,41521,0,354446,14644,221811,74512,0,210766,122599,1248997,87288,0,29949,0,228475,18941,44673,14976,12682,641658,0,30077,30805,0
X3_13162,2,66116,831178,271373,0,25169,14671,0,31321,219244,786715,101801,0,105942,154110,66979,31836,21136,11554,140747,0,13412,54749,0,49777,226662,34770,163496,0,1000541,116145,52652,0,0,0,22955,20323,11167,0,0,35721,430385,906809,0,0,34314453,0,0,0,0,0,0,0,9604036,53074,131148,480599,271713,133853,112605,115209,48769,457988,0,1200661,0,413510,67263,0,120172,40079,0,36084,609444,2387341,3657736,1063303,0,33345,0,190299,13561,234177,56948,0,376032,91607,2063090,71538,0,13304,0,199009,11137,45877,14619,30710,533129,0,43250,25482,0
X4_13162,2,63720,815329,313382,0,28181,33439,0,28554,380301,1505515,78272,0,172909,148076,80762,46135,15387,13121,147402,0,15504,57600,0,59637,262099,39608,158895,0,1049211,122646,70425,0,0,0,24140,17707,7417,0,0,43897,459014,952474,0,0,35955125,0,0,0,0,0,0,0,10348581,56668,152722,531208,276097,148641,130163,110580,65623,564986,0,242821,0,402366,78057,0,145478,31996,0,31704,630588,2311578,3259040,1536953,0,33807,0,312796,12527,257233,48752,0,277963,116935,189691,68796,0,11172,0,209010,0,44898,18462,0,618754,13405,18880,19427,0
X5_13162,2,65287,767673,305741,0,16776,18786,0,21118,710742,1689149,43186,0,178939,116763,75858,39264,18611,12203,128130,0,16036,54797,0,63839,274280,40756,238464,0,1031128,117955,67292,0,0,0,20945,18395,13805,0,0,24852,422969,953094,0,0,34319112,0,0,0,0,0,0,0,11655643,56078,119877,462754,261726,109776,112106,126671,64941,516598,0,1043547,0,394473,65230,0,132514,16703,0,28045,591207,2165476,3085529,772403,0,30108,0,306367,13066,234795,61348,0,220368,75040,2022145,51160,0,0,0,190527,0,40647,15544,0,585304,28600,27993,27196,0
X1_13169,2,77565,1053683,643070,0,53206,8458,30632,23294,440619,482914,99519,0,128568,366957,114689,75795,24777,28124,211735,0,23581,71480,0,69452,303372,51134,169168,0,1234250,154681,73567,0,0,0,28491,22985,11253,0,0,828532,541194,1147230,0,0,38357379,0,0,0,0,0,0,0,10726555,63592,177106,601134,290305,174853,164718,115138,57448,526082,0,1160358,0,485627,79908,0,202517,205357,0,99319,818527,2597792,3653548,645749,0,41256,0,175354,21294,258436,35834,0,1817529,63724,1270336,81033,0,0,0,230396,10240,58817,21290,38805,649537,17404,67663,37716,0
X2_13169,2,68617,783876,429398,0,25594,7144,14252,26851,328591,867733,94041,0,124836,264796,73770,42695,22008,13750,178591,0,21805,64996,0,64210,294702,51901,175270,0,1292248,140565,67845,0,0,0,23783,20310,14098,0,0,286999,458431,1178702,0,0,38973451,0,0,0,0,0,0,0,9980412,61951,147352,568226,285140,142011,136095,110307,48532,547439,0,309022,0,493201,78724,0,178144,80478,0,48224,837877,2547085,3507053,722701,0,37872,0,178641,19245,260054,31004,0,885394,69604,191423,72090,0,11776,0,226777,12513,56561,18520,66863,675294,30688,129413,33890,0
X3_13169,2,65053,1673072,738119,0,72901,7984,34298,51040,245401,580780,155575,0,95189,1085529,143787,94323,20309,44238,476307,0,20840,81251,0,73776,277275,67341,191836,0,938846,134902,59939,0,0,0,19352,28382,14200,0,0,1236674,863392,934871,0,0,32139872,17953,0,0,0,0,0,0,9899705,58463,262921,1284854,296368,236548,222354,117921,78422,431228,0,1082309,0,399542,72256,0,237062,315587,0,141695,679960,1918427,3333590,971914,0,32712,0,227753,49690,203801,57312,0,2846793,88263,423675,77496,0,10487,0,177329,0,40620,20870,47698,487532,22622,83613,23451,0
X4_13169,2,85242,2014484,717340,0,80673,6699,45222,50657,290227,1033361,215851,0,98363,722320,99214,59646,17041,43864,303320,0,21513,75324,0,53398,255482,38136,141435,0,1016640,130254,63793,0,0,0,18558,20579,10465,0,0,750351,635768,837547,0,0,34270407,17273,0,0,0,0,0,0,7373824,54958,203691,787822,248892,188125,178405,94744,57695,478189,0,823327,0,405295,75296,0,185420,224824,0,104287,630147,1882042,3676361,1494908,0,34972,0,170796,65660,221220,35701,0,2176013,131363,628556,80886,0,0,0,175972,0,36475,16939,28778,519484,26497,63084,21205,0
X5_13169,2,77442,2509606,548606,0,47341,10410,23890,35112,437973,978469,136011,0,114783,457894,97430,56184,23604,55459,232470,0,19592,82078,0,63913,254457,40522,168175,0,1048601,137588,77337,0,0,0,24999,19739,9535,0,0,534575,563685,983971,0,0,34179018,25470,0,0,0,0,0,0,10493597,54098,171812,692453,277136,170493,152907,118404,57436,522215,0,510033,0,394583,71150,0,181617,137215,0,67533,672138,2347157,3370586,728944,0,41221,0,201318,82117,236942,35215,0,1412031,66868,319386,69270,0,0,0,206373,0,55358,18733,59735,618766,34512,110908,24765,0
X1_13176,2,77565,1053683,643070,0,53206,8458,30632,23294,440619,482914,99519,0,128568,366957,114689,75795,24777,28124,211735,0,23581,71480,0,69452,303372,51134,169168,0,1234250,154681,73567,0,0,0,28491,22985,11253,0,0,828532,541194,1147230,0,0,38357379,0,0,0,0,0,0,0,10726555,63592,177106,601134,290305,174853,164718,115138,57448,526082,0,1160358,0,485627,79908,0,202517,205357,0,99319,818527,2597792,3653548,645749,0,41256,0,175354,21294,258436,35834,0,1817529,63724,1270336,81033,0,0,0,230396,10240,58817,21290,38805,649537,17404,67663,37716,0
X2_13176,2,68617,783876,429398,0,25594,7144,14252,26851,328591,867733,94041,0,124836,264796,73770,42695,22008,13750,178591,0,21805,64996,0,64210,294702,51901,175270,0,1292248,140565,67845,0,0,0,23783,20310,14098,0,0,286999,458431,1178702,0,0,38973451,0,0,0,0,0,0,0,9980412,61951,147352,568226,285140,142011,136095,110307,48532,547439,0,309022,0,493201,78724,0,178144,80478,0,48224,837877,2547085,3507053,722701,0,37872,0,178641,19245,260054,31004,0,885394,69604,191423,76007,0,11776,0,226777,12513,56561,18520,66863,675294,30688,129413,33890,0
X3_13176,2,65053,1673072,738119,0,72901,7984,34298,51040,245401,580780,155575,0,95189,1085529,143787,94323,20309,44238,476307,0,20840,81251,0,73776,277275,67341,191836,0,938846,134902,59939,0,0,0,19352,28382,14200,0,0,1236674,863392,934871,0,0,32139872,17953,0,0,0,0,0,0,9899705,58463,262921,1284854,296368,236548,222354,117921,78422,431228,0,1082309,0,399542,72256,0,237062,315587,0,141695,679960,1918427,3333590,971914,0,32712,0,227753,49690,203801,57312,0,2846793,88263,423675,77496,0,10487,0,177329,0,40620,20870,47698,487532,22622,83613,23451,0
X4_13176,2,85242,2014484,717340,0,80673,6699,45222,50657,290227,1033361,215851,0,98363,722320,99214,59646,17041,43864,303320,0,21513,75324,0,53398,255482,38136,141435,0,1016640,130254,63793,0,0,0,18558,20579,10465,0,0,750351,635768,837547,0,0,34270407,17273,0,0,0,0,0,0,7373824,54958,203691,787822,248892,188125,178405,94744,57695,478189,0,823327,0,405295,75296,0,185420,224824,0,104287,630147,1882042,3676361,1494908,0,34972,0,170796,65660,221220,35701,0,2176013,131363,628556,80886,0,0,0,175972,0,36475,16939,28778,519484,26497,63084,19058,0
X5_13176,2,77442,2509606,548606,0,47341,10410,23890,35112,437973,978469,136011,0,114783,457894,97430,56184,23604,55459,232470,0,19592,82078,0,63913,254457,40522,168175,0,1048601,137588,77337,0,0,0,24999,19739,9535,0,0,534575,563685,983971,0,0,34179018,25470,0,0,0,0,0,0,10493597,59066,171812,692453,277136,170493,152907,118404,57436,522215,0,510033,0,394583,71150,0,181617,137215,0,67533,672138,2347157,3370586,728944,0,41221,0,201318,82117,236942,35215,0,1412031,66868,319386,69270,0,0,0,206373,0,55358,18733,59735,618766,34512,110908,24765,0
X1_13183,2,66195,750987,606758,0,15226,13303,0,34909,587860,1524611,50259,0,123303,105268,46206,24274,13655,10401,120066,0,27020,44111,0,42523,199167,35746,92452,0,1307644,121568,51887,0,0,0,14284,20806,10208,0,0,13985,309318,971999,0,0,35045554,0,0,0,0,0,0,0,8308897,63782,94796,388268,202345,114622,94643,75185,48871,461556,0,245573,0,450536,61954,0,112439,19813,0,20138,659980,1654005,1552917,579347,0,25697,0,80535,17596,211965,23499,0,194135,58156,191340,39632,0,0,0,180945,0,31931,16023,0,473510,0,21360,25495,20640
X2_13183,2,56206,707814,324776,0,21048,11980,11498,44810,353089,1443388,87428,0,175022,201593,66696,40856,16689,12711,371732,0,21240,65771,0,59291,217354,49489,188729,0,1137498,113935,65712,0,0,0,16421,27005,12354,0,0,33031,584876,853073,0,0,33330686,0,0,0,0,0,0,0,7673551,60648,164472,843935,203180,190074,147872,94358,46438,412808,0,387217,0,328542,48145,0,151001,54258,0,40878,550123,1150386,1777776,884265,0,27790,0,72385,11029,171227,39389,0,365597,79395,452585,48426,0,0,0,141633,0,23794,10925,0,363218,0,20816,21159,0
X3_13183,2,57615,774560,352039,0,15389,15994,11010,56335,558765,1080927,38556,0,180156,83194,53541,17789,8299,9329,208300,0,13550,78028,0,48192,189145,48466,94900,0,1314862,122349,112727,0,0,0,14120,15342,20163,0,0,28002,648095,1152394,0,0,45783891,0,0,0,0,0,0,0,8176516,90655,169814,949319,319370,167552,179008,152025,61867,868611,0,365654,0,685658,146629,0,210177,38161,0,35420,994685,3129686,4617050,1490152,0,84514,0,130550,23779,446933,70601,0,413891,129711,601296,87067,0,31926,0,407050,19332,84800,12725,15543,1183073,14664,30629,39697,0
X4_13183,2,62239,776559,276659,0,17526,6778,10446,37257,175529,609227,43415,0,92095,143289,53462,28826,13107,12493,282621,0,16353,62711,0,53775,197566,46618,127076,0,964574,103765,50460,0,0,0,14866,20578,7832,0,0,31001,556278,745378,0,0,29725005,0,0,0,0,0,0,0,6611991,54575,153772,718600,217478,154935,134716,73460,53905,348745,0,425694,0,354501,59086,0,153627,33919,0,33260,592998,1261925,1874299,1111671,0,27663,0,103172,13961,171395,43003,0,337350,92172,730967,56562,0,0,0,156545,0,28456,15659,10851,382644,10150,24859,24829,0
X5_13183,2,68404,1007000,334086,0,21086,11039,14414,53887,234706,1411915,82871,0,210245,150088,60832,31711,14360,14049,277746,0,21813,61065,0,55898,235729,43643,114072,0,1380194,133180,69588,0,0,0,15256,25331,9872,0,0,34883,615435,1047309,0,0,40974486,0,0,0,0,0,0,0,9053226,67584,171186,738079,255406,210005,153349,103722,67623,571772,0,367974,0,509791,101897,0,197650,58511,0,46743,793613,2077144,2880708,1478937,0,40983,0,116120,16656,270334,68382,0,615484,119995,220960,68037,0,14175,0,252543,0,38524,21662,15039,664366,20901,27826,22160,0
X1_13190,2,48920,1153708,330351,0,28200,13361,20774,84164,265044,1138114,95995,0,89163,243517,67882,43994,24141,27690,393171,0,15929,67654,0,50262,216456,53527,243720,0,992270,175532,83760,0,0,0,23367,20612,12599,0,0,40878,567584,680205,0,0,30141172,17763,0,0,0,0,0,0,8469425,64155,134306,876634,196183,86818,128358,84794,72563,523610,0,545708,0,272958,50518,0,125930,117347,0,65231,519783,986209,1350331,1102138,0,29523,0,219722,49557,251602,73356,0,218529,98375,220488,68970,0,0,0,136156,0,29075,10089,10087,536417,16232,24029,20153,0
X2_13190,2,49387,1082615,271739,0,24442,12426,17509,71063,141247,769591,41787,0,123370,168945,47204,33893,21060,21816,380023,0,13445,62186,0,61271,166135,30490,111483,0,792449,148184,47638,0,0,0,21211,17051,6856,0,0,44014,552903,478788,0,0,22959447,14172,0,0,0,0,0,0,9720407,49830,145780,758907,172223,92337,128519,63513,58947,378400,0,528761,0,202046,52373,0,121114,54381,0,43519,327449,760575,795378,1648114,0,19278,0,153005,32118,197948,68714,0,171703,137527,791503,78910,0,0,0,99918,0,27574,13169,11254,404141,16515,33248,27685,0
X3_13190,2,58733,1003423,291312,0,21952,14816,12008,35684,174987,352068,30451,0,89317,83519,29654,31968,20803,20184,198583,0,17151,62051,0,46188,237605,42563,215076,0,1069466,159876,75928,0,0,0,23816,17491,9830,0,0,28312,431095,626558,0,0,28281580,15008,0,0,0,0,0,0,8152789,54545,98604,470231,185577,66321,91224,82874,52516,495774,0,323343,0,275977,57595,0,93757,45380,0,39612,474637,1046345,1140284,1169530,0,28451,0,152552,48598,228453,72449,0,118957,98219,202380,60486,0,0,0,127337,0,27984,17062,23790,477421,21295,119085,20957,0
X4_13190,2,52820,750583,269767,0,23206,16576,14037,56118,134584,671241,50577,0,135240,167341,51850,30975,17642,14589,199249,0,14519,55615,0,45727,172389,32137,133283,0,889290,167714,57991,0,0,0,19772,14766,12589,0,0,15557,456292,538789,0,0,25134352,10159,0,0,0,0,0,0,7483630,54217,106246,461255,151416,62568,92008,61272,51517,378272,0,324637,0,213375,41826,0,77466,39327,0,41710,387563,732831,827586,922822,0,22035,0,129141,26117,184355,76110,0,93435,73400,120284,51795,0,0,0,102467,0,20427,0,0,391165,14245,15236,15084,0
X5_13190,2,63956,1711376,597102,0,60602,6474,26338,55596,248070,1077730,126392,0,119849,232641,66034,46427,16869,31223,248019,0,14015,65860,0,59667,187919,36533,179616,0,896325,126063,62104,0,0,0,16928,18165,11651,0,0,48362,472307,736237,0,0,29763975,22875,0,0,0,0,0,0,7952705,59282,152553,546793,172231,116537,123997,82854,55815,391994,0,464211,0,283629,57695,0,140793,128350,0,68108,548555,1074321,1547863,1790309,0,29664,0,162944,51616,192207,44893,0,254638,136915,35785,72783,0,0,0,144823,0,22389,14623,0,423998,0,19173,0,0
X1_13197,2,68108,886470,261662,0,0,7663,0,22210,79392,999556,22960,0,75599,120691,49382,21145,18847,11983,100097,0,14966,58983,0,65943,262069,61937,175646,0,1143366,200453,103526,0,0,0,19574,16308,37438,0,0,0,513137,781058,0,0,34050158,0,0,0,0,0,0,0,6809034,54832,106071,407550,192605,64033,107937,86640,92888,543825,0,381577,0,378041,47112,0,129680,9803,0,45829,675125,1401253,2337480,15708822,0,42706,0,368804,34921,252756,67632,0,69186,1480096,454929,437632,0,0,0,176229,0,33991,14846,14768,598846,22732,52029,20852,0
X3-13197,2,47699,1221912,477280,0,0,8052,14469,82426,52132,859485,43840,0,66882,241891,49264,30124,21488,18587,509157,0,13832,60107,0,47386,237800,48441,147377,0,829729,169195,61087,0,0,0,16771,17738,23296,0,0,25217,548659,551380,0,0,23724859,16783,0,0,0,0,0,0,7591071,54720,116779,647298,163349,76352,98826,59579,68756,357394,0,372792,0,211983,38743,0,96261,30733,0,39777,355535,749509,926693,7525739,0,20893,0,234948,41059,157337,48585,0,112615,717438,426805,238196,0,0,0,82507,0,18850,0,0,308633,20162,29794,0,0
X4_13197,2,60748,922927,256348,0,0,8483,0,82981,43468,1077437,14544,0,72794,230815,53728,24844,20053,18185,473308,0,24125,71046,0,57312,313823,56311,182138,0,1022321,230204,77195,0,0,0,20852,17078,31019,0,0,21624,643013,679967,0,0,29812384,15184,0,0,0,0,0,0,8541050,57012,151762,760905,197489,85378,127462,90642,132085,517896,0,420985,0,307021,49953,0,126534,16699,0,63342,496112,1178507,1405411,14057675,0,27264,0,479418,48111,227379,111104,0,83643,1375254,299675,439542,0,0,0,124348,0,28261,11621,14623,444469,16963,47068,16284,0
X5_13197,2,64089,723177,350557,0,0,9673,14486,53221,112903,1361317,58350,0,97883,179528,72861,37142,21028,13914,217254,0,18443,69095,0,64537,308873,61700,280749,0,1253685,210555,115784,0,0,0,20848,14929,42920,0,0,24384,608304,907661,0,0,37840856,0,0,0,0,0,0,0,8814180,67091,141835,626241,232906,92916,129842,118490,107433,629242,0,370787,0,462445,65157,0,145247,46621,0,60387,816046,1739311,2866808,21229058,0,46751,0,419267,27738,284761,60733,0,145004,2107385,209336,643982,0,0,0,207546,0,45455,13331,18628,658944,15983,47270,24767,0
X1_13211,2,70731,1494258,226356,0,0,12313,0,25991,56267,237317,0,0,199609,158024,44194,20750,33517,23291,231557,0,13524,53725,0,66451,266570,52561,135254,0,1117488,161335,63949,0,0,0,36752,35540,54153,0,0,7065804,415358,866367,0,0,28080915,29759,0,0,0,0,0,0,11218995,59377,136466,528895,215556,113320,121144,83512,106510,489056,0,565450,0,326946,82651,0,199784,10402,0,41229,600571,1517474,1167524,9696053,0,30241,0,256252,58196,277034,49828,0,5294760,844045,1161237,277208,0,0,0,166942,0,40386,24641,16611,572299,20528,33465,24094,0
X2_13211,2,72858,2855726,390898,0,0,11425,0,26639,58024,467099,0,0,94964,112125,33304,16897,24222,27924,177533,0,10472,55808,0,42985,213287,35370,107480,0,1055567,156027,69959,0,0,0,30832,23937,46200,0,0,3156118,365851,790295,0,0,27939171,31921,0,0,0,0,0,0,9627704,50882,118896,445823,208817,84348,112648,73994,94539,499813,0,197114,0,287868,68042,0,145647,0,0,40438,559019,1311420,1260615,32361252,0,31177,0,191947,70944,287010,37042,0,3587817,3598584,165978,1091537,0,0,0,156509,0,48192,18093,20324,701242,0,42247,27208,0
X3_13211,2,74384,2237808,246644,0,0,6574,0,27642,60527,566992,0,0,97533,133004,41873,19461,26835,29757,201119,0,13965,69319,0,42152,265072,43480,224633,0,943082,122115,58830,0,0,0,28204,19367,41841,0,0,764846,438846,649405,0,0,22755515,52269,0,0,0,0,0,0,8559741,47369,113462,429907,175923,60015,100353,72189,46946,383290,0,205924,0,217897,57560,0,100802,0,0,22653,382974,975626,1001124,23945797,0,22732,0,116298,85802,195489,44333,0,412001,2341301,237484,723586,0,0,0,100677,0,31467,0,13583,439722,53449,35814,20229,0
