Sample ID,Class,405,435,450,470,505,525,570,590,630,645,660,700,850,870,890,910,940,970,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18
M5_13169,0,6.288275,7.885899,9.67321,12.54316,15.46634,14.52634,11.11749,24.97495,49.07801,54.58569,57.85628,68.31166,57.03393,54.96559,52.2955,47.27806,46.28242,41.38896,1.247686,1.706361,2.172186,2.83022,3.401709,3.246709,2.564793,4.175611,5.159364,5.067636,5.033285,4.72869,4.818612,4.848409,4.870124,4.69747,4.731498,4.699725
M1_13176,0,5.702312,7.234374,8.886425,11.56944,14.36314,13.49342,10.31854,23.91107,46.69798,52.02163,55.371,66.73575,55.36938,53.30478,50.67218,45.78295,44.69582,39.63629,1.130074,1.481799,1.847792,2.411504,2.959818,2.811422,2.200064,4.05915,5.711122,5.734598,5.757608,5.607534,5.399895,5.39044,5.371977,5.106135,5.114024,4.970056
M2_13176,0,5.831306,7.475638,9.22965,12.04877,14.99597,14.09536,10.83588,24.79791,48.38428,53.75207,57.11088,68.3265,56.9417,54.84574,52.16333,47.02592,45.88726,40.55909,1.057354,1.399239,1.758125,2.307119,2.862759,2.725142,2.139937,3.961209,5.607307,5.631056,5.657086,5.5399,5.334842,5.328687,5.310339,5.021821,5.02768,4.89027
M3_13176,0,6.194104,7.828656,9.648055,12.6001,15.71642,14.76467,11.23237,26.10518,51.42102,56.95399,60.31847,71.00591,58.71088,56.64323,53.89698,48.78905,47.88359,43.31517,1.288459,1.609917,1.990659,2.575588,3.141121,2.981817,2.332398,4.068599,5.293171,5.204207,5.169506,4.893397,4.99811,5.027861,5.050216,4.860436,4.897504,4.866022
M4_13176,0,6.031273,7.472035,9.091898,11.70754,14.39263,13.51812,10.39581,23.71036,46.70335,52.16843,55.55102,66.8227,55.37888,53.27792,50.59931,45.62278,44.51262,39.28988,1.054782,1.351786,1.683166,2.170216,2.625836,2.496753,1.968379,3.400178,4.478345,4.454629,4.447242,4.285733,4.275561,4.291824,4.299476,4.122159,4.143239,4.092675
M5_13176,0,5.973333,7.434649,9.103364,11.87678,14.89856,13.98363,10.72267,24.95477,50.02291,55.69466,59.1404,70.10187,57.72349,55.62348,52.83258,47.63385,46.6427,41.80237,1.16802,1.532669,1.918785,2.504993,3.067508,2.918786,2.305577,4.022528,5.27292,5.221431,5.221045,5.038929,4.964713,4.975476,4.979371,4.755636,4.782237,4.710251
M1_13183,0,6.014458,7.972548,9.949662,13.02146,16.069,15.10809,11.59704,26.02276,48.20546,53.59618,57.06901,69.36414,58.50177,56.45835,53.69183,48.60166,47.61462,42.45974,1.149401,1.654098,2.145619,2.855484,3.4967,3.334667,2.635072,4.464659,5.625234,5.548958,5.49637,5.126583,5.184213,5.204667,5.238334,5.047688,5.081501,5.013557
M2_13183,0,6.140825,8.282861,10.43484,13.75524,17.24782,16.30627,12.65631,27.90688,50.99988,56.38171,59.69228,70.99577,61.34426,59.39284,56.66509,51.37747,50.42123,45.2358,1.062636,1.55831,2.041389,2.728271,3.419549,3.306616,2.71985,4.382698,5.230706,5.118959,5.069863,4.796113,4.877002,4.907379,4.956043,4.784078,4.83281,4.815647
M3_13183,0,5.825603,7.90847,10.00684,13.3058,16.64544,15.62774,11.93109,27.131,50.39922,55.76285,59.16979,71.03218,59.90227,57.86902,55.05426,49.73721,48.74894,43.60679,1.122239,1.642439,2.151181,2.908763,3.613883,3.431775,2.694755,4.638405,5.953191,5.884548,5.855797,5.589034,5.577443,5.596193,5.620809,5.382627,5.421511,5.343693
M4_13183,0,5.748654,7.735748,9.706947,12.77063,15.89731,15.00238,11.65987,26.06888,47.36734,52.63101,56.09003,68.73818,58.83297,56.82751,54.11019,49.06042,48.10668,43.10183,1.092381,1.55724,2.022041,2.711191,3.384837,3.234943,2.57318,4.496872,5.858339,5.80493,5.775278,5.477435,5.446446,5.46055,5.491636,5.267743,5.301247,5.212706
M5_13183,0,6.014381,8.020926,10.04988,13.19884,16.39674,15.46993,12.018,26.64417,48.25487,53.58154,57.07416,69.70897,59.64901,57.64439,54.89475,49.74277,48.77228,43.65923,0.9626964,1.441323,1.902312,2.560642,3.182321,3.048048,2.437684,4.103083,5.109374,5.013851,4.947325,4.538362,4.725384,4.76671,4.822687,4.67633,4.72,4.70267
M1_13197,0,5.945057,7.487631,9.242667,12.04894,14.73518,13.76365,10.56726,23.27563,44.96714,50.43697,53.81255,66.54056,55.75959,53.67501,50.9022,45.99406,44.94221,39.81885,0.9253507,1.370879,1.815466,2.45946,2.998833,2.853432,2.242974,3.760833,4.769961,4.724491,4.709842,4.371068,4.23433,4.259335,4.292398,4.057363,4.121901,4.069039
M2_13197,0,5.86679,7.35622,9.050943,11.74685,14.26233,13.33181,10.36996,22.73953,42.52932,47.77528,51.33154,65.81228,54.67905,52.5538,49.75219,44.91549,43.87157,38.80714,1.003372,1.445973,1.87596,2.507849,3.059053,2.905082,2.291709,3.873545,5.208856,5.16005,5.069828,4.405526,4.351866,4.374951,4.437078,4.215576,4.282146,4.232789
M3_13197,0,5.953395,7.548993,9.349393,12.22225,15.04805,14.06238,10.75874,24.01191,46.62441,52.19538,55.6082,67.93338,56.36763,54.31398,51.58438,46.72795,45.73588,40.76046,1.015983,1.448987,1.886778,2.525667,3.069166,2.920467,2.291172,3.81783,4.886583,4.851174,4.85058,4.69464,4.471343,4.452578,4.478001,4.199847,4.255022,4.15365
M4_13197,0,5.89064,7.362201,9.070256,11.81983,14.50042,13.54586,10.37423,23.02802,44.93126,50.38361,53.74104,66.4765,55.57753,53.52751,50.79385,45.99947,45.01454,40.128,0.8786398,1.327671,1.775838,2.419935,2.962332,2.817172,2.198388,3.733054,4.85178,4.834024,4.821091,4.414624,4.195643,4.19545,4.272981,4.06421,4.131462,4.094058
M5_13197,0,5.955132,7.292959,8.897729,11.49976,13.91337,12.98095,10.0262,21.1758,40.53439,45.48279,48.64675,62.34613,54.42956,52.33342,49.49686,44.57919,43.56442,38.55612,0.9095367,1.354064,1.79677,2.440736,3.023382,2.878732,2.221559,4.102166,5.932857,5.993353,6.00887,5.149974,4.227445,4.225045,4.318428,4.134234,4.198244,4.214849
M1_13204,0,6.583765,9.016761,11.45928,15.20647,18.81121,17.63929,13.70014,29.13586,53.67127,59.36107,62.6419,73.05056,62.57195,60.61889,57.93313,52.39066,51.40137,46.37581,1.047463,1.612795,2.100385,2.742464,3.219526,3.082125,2.531362,3.754288,4.248252,4.129065,4.110125,3.97969,4.091815,4.112766,4.149087,3.913759,3.990611,3.982957
M2_13204,0,6.329344,8.81069,11.29375,15.09917,18.86012,17.7087,13.69057,29.29945,54.6737,60.8259,64.1289,74.00424,63.52288,61.6147,58.94144,53.39717,52.48381,47.67462,1.325778,2.020244,2.646261,3.493851,4.179414,3.990411,3.236118,4.988238,5.752665,5.531973,5.468225,5.114265,5.259447,5.298195,5.36273,5.102895,5.190541,5.166774
M3_13204,0,6.473995,8.932829,11.34371,15.00646,18.49658,17.371,13.57027,28.85888,52.3739,57.9882,61.35099,72.90073,62.50267,60.50895,57.75594,52.13004,51.13436,46.05906,1.207309,1.845302,2.394974,3.148035,3.756188,3.588547,2.926373,4.563396,5.358944,5.141464,5.025352,4.497239,4.730362,4.771343,4.854569,4.650556,4.735531,4.741974
M4_13204,0,6.450695,8.820346,11.18661,14.80377,18.32083,17.16697,13.24322,28.50407,53.36522,59.41872,62.78521,73.33231,62.38065,60.36535,57.59349,51.9235,50.88846,45.77608,1.446271,2.14685,2.768987,3.62039,4.299571,4.102234,3.309375,5.161662,6.044981,5.828442,5.759219,5.351819,5.452502,5.488317,5.546031,5.283232,5.366126,5.346022
M5_13204,0,6.673036,9.079426,11.49488,15.19651,18.78179,17.62216,13.70365,29.14493,53.781,59.49562,62.73433,73.24329,62.54948,60.58438,57.82697,52.21028,51.21347,46.14618,1.307593,1.89976,2.438064,3.163057,3.734803,3.575426,2.929136,4.410813,5.041934,4.858626,4.795482,4.518678,4.661489,4.692126,4.747783,4.507087,4.601944,4.605975
M1_13211,0,6.039412,7.804254,9.637068,12.49548,15.05903,14.18017,11.10401,22.80683,41.18044,46.15159,49.34297,63.82829,56.39056,54.3676,51.44889,46.40034,45.36522,40.11458,1.012254,1.536938,2.000257,2.622588,3.19332,3.078969,2.47334,4.348773,5.970419,5.952208,5.891309,4.915348,4.531724,4.577883,4.658042,4.487509,4.575377,4.563993
M2_13211,0,5.797808,7.279112,8.923572,11.54623,14.02126,13.14068,10.10083,21.42117,40.66208,45.53102,48.44902,61.79029,54.53468,52.53369,49.64893,44.89231,43.9247,38.93727,1.021049,1.572748,2.083261,2.769786,3.372399,3.22181,2.50562,4.54506,6.803002,6.974882,7.003313,5.940859,4.794663,4.827273,4.90365,4.692054,4.76906,4.71771
M3_13211,0,5.958341,7.580853,9.319584,12.06373,14.68703,13.78939,10.61534,22.96649,43.34373,48.52459,51.69106,65.45556,55.73589,53.67057,50.71984,45.80894,44.83396,39.7767,0.9583669,1.524821,2.024163,2.691216,3.274041,3.137193,2.469045,4.258976,5.737664,5.754348,5.737142,5.077988,4.630585,4.660269,4.734061,4.519437,4.60844,4.585917
M4_13211,0,5.975291,7.639434,9.421965,12.22189,14.87601,13.94703,10.67419,23.25934,44.15973,49.37888,52.54778,65.95163,55.85493,53.80246,50.90218,46.02081,45.05793,39.99013,0.9557831,1.539435,2.057124,2.736791,3.294436,3.144517,2.446695,4.2254,5.515802,5.462331,5.407391,4.837114,4.65754,4.666205,4.748597,4.547696,4.635924,4.614652
M5_13211,0,5.987228,7.510497,9.178208,11.80917,14.31249,13.43662,10.37591,22.41077,42.60205,47.941,51.22974,65.26722,54.96738,52.90586,49.94492,45.13641,44.17866,39.22145,1.00788,1.520653,2.004653,2.657523,3.207605,3.056298,2.375071,4.114326,5.321804,5.24023,5.171126,4.654822,4.426051,4.454936,4.506437,4.31069,4.386341,4.350099
M1_13238,0,6.185017,8.117777,10.10851,13.21991,16.31624,15.33264,11.96744,26.19691,48.95408,54.34549,57.78707,69.61357,58.85814,56.79283,54.08965,48.71347,47.59068,42.41492,1.132007,1.673865,2.140309,2.768308,3.2993,3.164031,2.585538,4.089826,4.863827,4.726356,4.674402,4.22497,4.413566,4.483258,4.608755,4.450667,4.532584,4.565819
M2_13238,0,6.063474,7.956625,9.892198,12.92016,15.97789,15.02306,11.74605,25.77185,48.51644,53.9095,57.33515,69.25108,58.41891,56.36188,53.63875,48.30402,47.14265,42.02301,1.168935,1.722758,2.206128,2.874835,3.468977,3.324722,2.704998,4.463737,5.465447,5.334624,5.279125,4.790449,4.88607,4.953273,5.094007,4.898863,4.985366,4.977964
M3_13238,0,6.225935,8.194384,10.16142,13.22965,16.26761,15.30831,12.02639,26.06912,48.13473,53.40062,56.85169,69.03553,58.24615,56.16891,53.49147,48.2117,47.06523,41.93921,1.135099,1.666799,2.126397,2.772905,3.341121,3.208303,2.624501,4.282302,5.326439,5.212941,5.164024,4.75844,4.835443,4.863871,5.038897,4.848658,4.929132,4.90479
M4_13238,0,6.158693,8.014067,9.956464,13.0126,16.11929,15.13877,11.82582,25.88578,48.79858,54.11944,57.46902,69.15961,58.62095,56.54768,53.84184,48.49339,47.3284,42.17662,1.250009,1.793601,2.277014,2.955325,3.567565,3.42731,2.802189,4.564007,5.613812,5.496067,5.449815,4.976587,5.057556,5.103137,5.216981,4.970313,5.052288,4.984385
M5_13238,0,5.99966,7.70996,9.520065,12.42465,15.34,14.39345,11.29628,24.35743,45.33136,50.32935,53.58636,66.06602,57.67601,55.63118,52.91248,47.57687,46.40448,41.26524,1.230857,1.719955,2.180629,2.849027,3.450944,3.301958,2.659603,4.594227,6.008748,5.963471,5.95871,5.428953,5.174307,5.219366,5.32706,5.070964,5.142994,5.079166
M1_13246,0,6.375556,8.813299,11.22715,14.95049,18.52322,17.32497,13.37975,29.11139,54.18758,59.73508,62.92419,72.45317,61.19632,59.18052,56.58504,50.9528,49.73502,44.13364,1.226565,1.910972,2.494307,3.271071,3.830468,3.658431,3.012835,4.488938,5.145054,5.037802,5.046875,5.057083,4.932408,4.938857,4.996147,4.700838,4.756938,4.655823
M2_13246,0,6.493042,8.90592,11.28458,14.91515,18.31244,17.1547,13.33542,28.94893,52.55973,57.97036,61.41486,72.6505,60.89649,58.81941,56.14449,50.47398,49.28992,43.79947,1.206541,1.886417,2.449238,3.153342,3.625077,3.47559,2.905415,4.155832,4.573191,4.448141,4.424293,4.266912,4.504797,4.558476,4.651885,4.436844,4.49777,4.49198
M3_13246,0,6.316986,8.731997,11.08212,14.70192,18.11945,16.97407,13.25543,28.70516,52.24529,57.62872,61.06923,72.39324,60.87384,58.8419,56.22165,50.60593,49.41772,43.98637,1.203198,1.901077,2.472185,3.224123,3.781941,3.619214,2.999439,4.550199,5.321935,5.203818,5.187213,5.029206,5.058512,5.091837,5.174331,4.897275,4.962904,4.910016
M4_13246,0,6.125638,8.520431,10.87008,14.53087,18.07665,16.90916,13.03258,28.41392,53.23368,58.77065,62.02527,71.81427,60.48667,58.44651,55.87251,50.25677,48.98133,43.32337,1.162603,1.862665,2.452398,3.244339,3.845921,3.669498,2.987583,4.626964,5.50554,5.420438,5.448403,5.440544,5.227009,5.232107,5.301059,4.965685,5.020555,4.903962
M5_13246,0,6.101433,8.374216,10.49567,13.68341,16.45716,15.48832,12.50798,26.00332,44.62091,49.63202,53.39289,68.52276,57.05743,54.9024,52.22136,46.98223,45.79126,40.54935,1.209543,1.873738,2.425332,3.165206,3.714583,3.555239,2.961978,4.637759,5.654305,5.554395,5.488805,4.970039,5.094278,5.134903,5.233769,4.987645,5.045512,4.983069
M1_13253,0,6.740211,9.26075,11.7412,15.45426,18.96044,17.8024,13.95672,29.30392,53.09581,58.42649,61.85742,73.33449,62.25441,60.24361,57.50425,51.79659,50.79081,45.91529,1.253706,1.954012,2.531229,3.281025,3.858873,3.707923,3.088127,4.507337,5.047134,4.880013,4.846521,4.658283,4.852224,4.868749,4.929152,4.688199,4.775219,4.784928
M2_13253,0,6.75499,9.417363,11.95966,15.75432,19.37837,18.22653,14.31091,30.05427,53.83899,59.11007,62.49036,73.64402,62.82318,60.84172,58.14814,52.53336,51.57264,46.82774,1.355424,2.080642,2.680291,3.472334,4.082829,3.917965,3.237628,4.789841,5.458497,5.309886,5.2822,5.067229,5.174243,5.18108,5.231609,4.945757,5.015206,4.981158
M3_13253,0,6.556279,9.160647,11.65608,15.40753,19.05292,17.89812,13.95573,29.77234,54.24015,59.55695,62.84769,73.36649,62.58437,60.60272,57.94155,52.3774,51.39944,46.62497,1.357796,2.136864,2.780913,3.620401,4.276691,4.102993,3.391681,5.057663,5.810894,5.67074,5.665292,5.495821,5.571706,5.592714,5.646996,5.332359,5.411842,5.375625
M4_13253,0,6.529204,9.121065,11.58367,15.28512,18.86111,17.73069,13.87443,29.41124,53.42605,58.71707,62.02135,72.8463,62.16111,60.20647,57.53291,51.98564,51.00988,46.19182,1.429285,2.142942,2.747592,3.575706,4.247063,4.070421,3.348163,5.189393,6.218458,6.119266,6.135041,6.067774,5.995511,6.00518,6.053879,5.688173,5.757251,5.661865
M5_13253,0,6.675994,9.2616,11.76205,15.53318,19.18565,18.0275,14.08137,29.76552,54.06268,59.37875,62.67112,73.31301,62.50379,60.54123,57.8707,52.25777,51.2864,46.44827,1.424105,2.176211,2.805299,3.647471,4.314085,4.138041,3.405345,5.145255,5.951313,5.787237,5.761496,5.454046,5.613502,5.63561,5.695914,5.403236,5.480622,5.46277
M1_13260,0,6.312154,8.599262,10.83777,14.25343,17.37684,16.36571,13.04452,26.82409,46.88134,52.06678,55.58095,69.18378,59.75517,57.67438,55.00014,49.5937,48.50377,43.34195,1.03345,1.696357,2.251376,2.968567,3.495097,3.351715,2.769251,4.310448,5.357241,5.319495,5.280549,4.79792,4.6312,4.650094,4.718601,4.44299,4.525055,4.476716
M2_13260,0,6.176501,8.330942,10.48876,13.80008,16.71446,15.70054,12.40498,25.09363,44.17467,49.15809,52.4663,66.08265,57.8388,55.73645,53.00843,47.66875,46.53033,41.23941,1.15453,1.768574,2.314153,3.05522,3.638517,3.477396,2.819318,4.707236,6.135866,6.111215,6.088997,5.250569,4.890227,4.913147,5.002854,4.736035,4.811166,4.761742
M3_13260,0,6.327964,8.545591,10.72629,14.03628,17.08806,16.09965,12.77143,25.86209,45.66941,50.4516,53.64028,66.64146,58.80135,56.74013,54.05008,48.62019,47.47784,42.15732,1.218744,1.843946,2.390821,3.103475,3.65832,3.504351,2.869669,4.674946,6.118428,6.134965,6.153469,5.636556,5.106607,5.118396,5.18755,4.835351,4.899597,4.800253
M4_13260,0,6.31746,8.377436,10.47611,13.7242,16.67268,15.6801,12.40521,25.00368,44.32953,49.05291,52.22665,65.40697,58.3821,56.32898,53.66477,48.29502,47.15099,41.89083,1.171601,1.750149,2.264961,2.944126,3.482491,3.32954,2.715792,4.428448,5.764922,5.719615,5.691353,5.029379,4.590451,4.600112,4.681217,4.422463,4.493193,4.466407
M5_13260,0,6.052167,8.004692,10.03998,13.25755,16.02778,15.06348,11.97364,23.47052,40.1023,44.35582,47.37548,61.44475,57.21898,55.16853,52.48273,47.1186,45.96884,40.74582,1.01714,1.534434,2.015157,2.668701,3.219683,3.079684,2.477648,4.327045,6.074268,6.053978,6.019748,5.057662,4.382784,4.402991,4.491791,4.276767,4.348715,4.327061
M1_13274,0,5.736116,7.426803,9.23831,12.11373,14.88153,13.95729,10.80435,22.3096,41.05849,45.28106,47.97979,60.21149,55.13961,53.13765,50.45678,45.6073,44.56044,39.66109,1.167365,1.808026,2.395474,3.207671,3.946937,3.792688,3.045275,5.214664,7.325628,7.38377,7.425097,6.698019,5.792689,5.788464,5.830548,5.481139,5.550845,5.453916
M1_13274_coloured,0,5.736116,7.426803,9.23831,12.11373,14.88153,13.95729,10.80435,22.3096,41.05849,45.28106,47.97979,60.21149,55.13961,53.13765,50.45678,45.6073,44.56044,39.66109,1.167365,1.808026,2.395474,3.207671,3.946937,3.792688,3.045275,5.214664,7.325628,7.38377,7.425097,6.698019,5.792689,5.788464,5.830548,5.481139,5.550845,5.453916
M2_13274,0,5.996383,7.589968,9.418343,12.35538,14.77327,13.82498,10.87613,21.24961,38.57559,42.97425,45.85685,59.51389,55.27396,53.26633,50.51822,45.54396,44.50069,39.52324,1.070629,1.638052,2.177933,2.910531,3.531306,3.383391,2.700652,4.659101,6.94109,7.009747,6.987281,5.74882,4.656,4.681234,4.738927,4.515206,4.592988,4.582363
M3_13274,0,6.019659,7.616632,9.442486,12.39034,14.87702,13.93235,10.91755,21.5313,39.06296,43.38339,46.17079,59.36529,55.21355,53.21249,50.43735,45.50046,44.46089,39.5452,1.006749,1.593788,2.142678,2.87057,3.504664,3.362796,2.6664,4.672504,6.787833,6.78784,6.73503,5.500078,4.61229,4.659315,4.734092,4.523395,4.608452,4.615242
M4_13274,0,6.072537,7.705412,9.563486,12.54401,15.06386,14.1018,11.04049,21.71223,39.63449,44.0035,46.81125,59.81355,55.44419,53.45605,50.76131,45.82706,44.78339,39.83883,1.030682,1.6374,2.1835,2.907632,3.550816,3.406671,2.709159,4.7451,6.777975,6.786025,6.755145,5.740984,4.761299,4.772913,4.827303,4.58027,4.657421,4.627898
M5_13274,0,6.029079,7.633232,9.476883,12.49082,14.66252,13.71906,10.95877,20.34188,36.07276,40.29943,43.11282,57.08891,54.74574,52.76746,50.01433,45.0476,43.9885,39.03354,1.019859,1.558503,2.053976,2.716826,3.317646,3.205383,2.597864,4.568821,6.645608,6.66611,6.665755,5.683477,4.486101,4.511154,4.583892,4.375308,4.456832,4.445924
M1_13283,0,6.547111,9.092678,11.56114,15.24747,18.69423,17.60684,13.81736,28.62934,51.23034,56.30062,59.69445,71.9848,60.78548,58.70775,56.04823,50.57574,49.50062,44.3223,1.234806,2.020253,2.695534,3.533767,4.146083,3.983181,3.299098,4.77995,5.583613,5.497598,5.49907,5.506056,5.326406,5.317616,5.351688,5.000288,5.070718,5.021945
M1_13283_coloured,0,6.547111,9.092678,11.56114,15.24747,18.69423,17.60684,13.81736,28.62934,51.23034,56.30062,59.69445,71.9848,60.78548,58.70775,56.04823,50.57574,49.50062,44.3223,1.234806,2.020253,2.695534,3.533767,4.146083,3.983181,3.299098,4.77995,5.583613,5.497598,5.49907,5.506056,5.326406,5.317616,5.351688,5.000288,5.070718,5.021945
M2_13283,0,6.657278,9.441385,12.09218,16.06021,19.89038,18.74952,14.70751,30.41556,54.23309,59.38868,62.62733,73.51488,63.08142,61.14331,58.56847,53.05022,52.08776,47.20074,1.17827,1.900838,2.513558,3.283823,3.869285,3.723909,3.103701,4.506035,5.310207,5.279707,5.346069,5.452921,5.193306,5.175639,5.203467,4.837814,4.904078,4.823819
M3_13283,0,6.558974,9.243264,11.82492,15.6791,19.38141,18.25927,14.28864,29.65003,53.30643,58.53032,61.80333,72.96072,62.31032,60.32865,57.7155,52.18202,51.19014,46.18945,1.288935,2.073122,2.74947,3.614263,4.29177,4.121121,3.405703,5.017996,5.790673,5.653026,5.623815,5.401535,5.328678,5.332919,5.406596,5.108469,5.181289,5.152918
M4_13283,0,6.848603,9.544406,12.11117,15.89502,19.40765,18.31241,14.51607,29.32201,51.97747,57.16688,60.55584,72.79704,62.11453,60.08287,57.43019,51.82239,50.79051,45.75946,1.287008,2.004461,2.647992,3.473167,4.112292,3.956016,3.283773,4.812897,5.722659,5.633827,5.615029,5.478454,5.347509,5.346363,5.386411,5.048696,5.124953,5.057715
M5_13283,0,6.501077,9.145779,11.68884,15.47884,19.0048,17.90314,14.02259,28.77613,51.51026,56.67616,60.08035,72.42283,61.3445,59.31298,56.61433,50.99104,49.93968,44.82632,1.258243,2.039296,2.709914,3.550355,4.173003,4.009815,3.317401,4.824421,5.565907,5.421476,5.367096,5.035994,5.062604,5.096657,5.167609,4.918761,4.996421,5.010233
M1_13303,0,6.090035,7.85447,9.768086,12.71679,15.63936,14.75125,11.53401,23.99919,45.38975,50.38598,53.58788,66.00293,56.7376,54.66864,52.06366,46.96918,45.88227,40.86819,1.138462,1.796785,2.393459,3.175823,3.821893,3.675294,3.008883,4.704115,5.728415,5.592093,5.530936,4.864473,4.878084,4.900384,5.048398,4.838598,4.920266,4.939144
M1_13303_coloured,0,6.090035,7.85447,9.768086,12.71679,15.63936,14.75125,11.53401,23.99919,45.38975,50.38598,53.58788,66.00293,56.7376,54.66864,52.06366,46.96918,45.88227,40.86819,1.138462,1.796785,2.393459,3.175823,3.821893,3.675294,3.008883,4.704115,5.728415,5.592093,5.530936,4.864473,4.878084,4.900384,5.048398,4.838598,4.920266,4.939144
M2_13303,0,6.141478,7.870073,9.786465,12.74102,15.70633,14.77705,11.52971,24.32463,46.90916,52.05408,55.27016,67.35924,56.99332,54.89156,52.2131,47.11527,46.01591,40.98272,1.108904,1.773842,2.372007,3.159651,3.799875,3.646903,2.958268,4.585455,5.555467,5.422991,5.362958,4.892885,4.775405,4.806276,4.901215,4.61735,4.700983,4.672164
M3_13303,0,6.230914,8.020887,9.967332,12.96048,15.9192,15.00586,11.74931,24.76729,47.03329,52.19686,55.53991,67.97231,57.32824,55.20877,52.56757,47.46239,46.38211,41.38671,1.079545,1.750516,2.347367,3.111988,3.716215,3.578,2.930484,4.393467,5.104502,4.944313,4.873683,4.388191,4.454687,4.456133,4.596042,4.396713,4.47075,4.474976
M4_13303,0,6.245941,8.033819,9.972818,12.94227,15.9049,15.00664,11.74858,24.59123,46.93452,52.12264,55.40019,67.63484,57.30456,55.20452,52.54371,47.3606,46.34578,41.33407,1.164482,1.821905,2.416633,3.181382,3.828095,3.702665,3.071405,4.624892,5.352323,5.19283,5.136169,4.695049,4.712874,4.755473,4.885019,4.680889,4.752853,4.764544
M5_13303,0,6.13658,7.941537,9.881373,12.85519,15.78821,14.87853,11.62302,24.37889,46.36192,51.48016,54.77545,67.23124,57.15924,55.03699,52.3898,47.26744,46.18176,41.12741,1.163502,1.854578,2.473842,3.278207,3.937135,3.794363,3.101942,4.75852,5.661965,5.491147,5.413195,4.711174,4.685287,4.724201,4.854531,4.647762,4.732908,4.756532
M1_13323,0,5.809394,7.389774,9.252793,12.27427,15.44296,14.48545,10.99842,24.09749,49.01262,54.27057,57.09402,66.90433,57.99964,56.04446,53.56403,48.41121,47.25697,41.84441,1.02875,1.447859,1.904624,2.58719,3.232194,3.084597,2.424403,4.204347,5.655936,5.631605,5.641456,5.249344,4.798932,4.796431,4.851463,4.549199,4.610798,4.521566
M1_13323_coloured,0,5.809394,7.389774,9.252793,12.27427,15.44296,14.48545,10.99842,24.09749,49.01262,54.27057,57.09402,66.90433,57.99964,56.04446,53.56403,48.41121,47.25697,41.84441,1.02875,1.447859,1.904624,2.58719,3.232194,3.084597,2.424403,4.204347,5.655936,5.631605,5.641456,5.249344,4.798932,4.796431,4.851463,4.549199,4.610798,4.521566
M2_13323,0,6.01309,7.66109,9.602755,12.70573,16.0004,15.00867,11.39355,25.29807,51.7551,57.24076,60.10566,69.19018,58.77694,56.80739,54.31614,49.16457,48.04074,42.71578,1.013096,1.433889,1.888624,2.560716,3.17977,3.041016,2.403264,3.983546,4.834235,4.699457,4.6734,4.431168,4.322945,4.345397,4.432435,4.203519,4.281503,4.278866
M3_13323,0,6.090481,7.659599,9.551289,12.59774,15.88893,14.90845,11.29002,25.30202,52.76873,58.26118,61.08417,69.89551,59.02633,57.02638,54.48503,49.21147,48.16005,42.88348,0.9691168,1.39243,1.842933,2.503526,3.116306,2.987837,2.376884,3.919546,4.678218,4.543547,4.526326,4.286665,4.193463,4.216517,4.317548,4.134662,4.192007,4.207992
M4_13323,0,5.916245,7.540173,9.410973,12.4158,15.73925,14.81031,11.29733,25.44087,52.47646,57.94835,60.82927,69.89874,58.91785,56.95073,54.47174,49.39701,48.37271,43.36565,1.086095,1.524517,1.987673,2.68355,3.351216,3.202968,2.542132,4.303892,5.540617,5.482099,5.509009,5.330448,5.126175,5.134354,5.210735,4.88311,4.950874,4.87407
M5_13323,0,6.100524,7.696173,9.605956,12.68915,16.01983,15.04885,11.39872,25.62433,53.37288,58.9494,61.80906,70.50567,59.36976,57.37045,54.84597,49.60542,48.51701,43.23126,0.8980418,1.304915,1.734358,2.350191,2.908923,2.789392,2.224185,3.568739,4.2055,4.140178,4.166255,4.121373,3.896618,3.911008,3.970245,3.749493,3.820125,3.834223
M1_13330,0,6.662901,9.234856,11.81839,15.70881,19.60921,18.52313,14.41672,30.07456,54.32022,59.50589,62.57432,72.80109,63.43441,61.58496,59.05583,53.3846,52.41005,47.25005,1.10148,1.608154,2.089584,2.741639,3.297496,3.172463,2.627065,4.021634,4.947074,4.949844,5.018446,5.193398,5.084618,5.070241,5.114892,4.740946,4.796772,4.629598
M2_13330,0,6.636311,9.215543,11.82405,15.73274,19.64937,18.57602,14.45532,30.15435,54.70952,59.85506,62.91119,73.06184,63.57065,61.71309,59.14445,53.43143,52.45897,47.3157,1.248896,1.779757,2.302754,3.030465,3.653964,3.509998,2.893545,4.417895,5.251986,5.148553,5.136301,4.945848,5.091785,5.098243,5.185872,4.896675,4.971402,4.861957
M3_13330,0,6.657041,9.267558,11.87957,15.79717,19.70112,18.60931,14.4395,30.05373,54.40608,59.58055,62.64268,72.64787,63.22252,61.36756,58.86797,53.2365,52.25082,47.02118,1.092769,1.5903,2.070794,2.730378,3.280582,3.149689,2.598963,3.970804,4.897054,4.926281,5.013336,5.222626,5.030825,4.999078,5.024688,4.652321,4.698903,4.507608
